priority_tier,area,store_name,address,phone,map_link,instagram_or_site,review_count,rating,store_type,store_tone,location_score,specialty_score,contactability_score,total_score,priority_grade,message_type,contact_status,last_contact_date,notes
2,구로디지털단지,고척현대 전자담배,서울 구로구 경서로 39-1 구로구고척동129-7,010-3788-4564,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,잠실/송리단길,스모크 보틀,서울 송파구 송파대로37길 54 101호 스모크보틀,010-4195-5504,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,잠실/송리단길 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,베이핑스타마곡점,서울 강서구 공항대로 164 류마타워 103호 베이핑스타,010-5684-2559,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,뉴턴전자담배 명일점,서울 강동구 양재대로 1626 105호,010-4803-5541,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,로열타바코전자담배,서울 강서구 방화동로 126 삼정코아 1층 163호,010-8743-0891,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,착한타바코,"서울 강동구 양재대로112길 23 1층 코너, 착한타바코 전자담배",010-9879-5695,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,목동/오목교,한국전자담배 신월점,서울 양천구 곰달래로 25 1층 전자담배,010-9066-1523,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,목동/오목교 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,목동/오목교,베이프존 신정네거리점,"서울 양천구 중앙로43길 14 래미안목동아델리체, 상가비동 120호",010-9275-1688,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,목동/오목교 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,건대입구,용가리,서울 광진구 구의강변로 87 1층 전자담배,010-4421-4374,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,건대입구 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,목동/오목교,베이프갱스터 목동점,서울 양천구 신정동 1007-11 이스타팰리스 106호 베이프갱스터,010-5204-0754,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,목동/오목교 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,마곡전자담배 베이프큐 마곡점,서울 강서구 공항대로 213 보타닉파크타워2 106호 (1층 전자담배 베이프큐),010-8754-3541,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
1,영등포/문래,베이프스트릿당산,서울 영등포구 버드나루로 129 (당산동) 1층 101호 베이프스트릿,010-3215-8249,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,영등포/문래 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
1,여의도,하카국회점,서울 영등포구 국회대로 780 엘지여의도에클라트제지층제비04-1호,010-9907-3028,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,여의도 공식 스토어 로케이터 검증,5,4,5,14,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
1,잠실/송리단길,아가페 전자담배,서울 송파구 올림픽로 597-1 (풍납동) 1층,010-3550-0227,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,잠실/송리단길 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,문정/가락,건담전자담배,서울 송파구 마천로 190 (오금동) 1층 103호,010-4435-0349,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,문정/가락 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
1,잠실/송리단길,송파전자담배멀티샵,"서울 송파구 가락로 168, 제1층 제8호(송파동)",010-2979-3569,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,잠실/송리단길 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,구로디지털단지,라미야금천가산점,"서울 금천구 벚꽃로 286 비-107(가산동,리더스타워지하1층)",010-9201-0741,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,구로디지털단지,베이프넘버 구로대림점,서울 구로구 도림로 79 (구로동) 1층 전자담배,010-7497-3730,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,구로디지털단지 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,서울대입구/샤로수길,봉천동 전자담배,"서울 관악구 보라매로 9 (봉천동), 1층 전자담배",010-2933-1519,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,서울대입구/샤로수길 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,강서/마곡,라미야강서점,"서울 강서구 곰달래로 169,1층(화곡동)",010-5350-8464,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,강서/마곡 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,HJ베이프샵,서울 강동구 양재대로 1482 1층,010-5888-0544,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,둔촌베이퍼즈강동점,"서울 강동구 양재대로 1396,1층1-1호(둔촌동)",010-9024-5041,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,천호/강동,일원전자담배,"서울 강남구 양재대로31길 5, 1층 (일원동)",010-6877-9100,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,천호/강동 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,압구정/청담,베이프스트릿,서울 강남구 압구정로20길 15 (신사동) 1층 103-2호,010-2048-1550,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,압구정/청담 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
1,역삼/선릉,라미야수서점,"서울 강남구 밤고개로1길 10, 202호(수서동, 수서현대벤쳐빌)",010-2753-0134,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,역삼/선릉 공식 스토어 로케이터 검증,5,4,5,14,A,1,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,압구정/청담,카우베이프(신사점),서울 강남구 도산대로 111 S-TOWER 지하1층 카우베이프,010-2463-2382,http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,,,,전자담배 전문점,압구정/청담 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(litmus) 기반 SMS 우선 확장 배치 2026-04-09
2,목동/오목교,예스베이프(Yes Vape),서울 양천구 신월로 164,010-2556-5293,https://m.justfog.co.kr/stockist.html,,,,전자담배 전문점,목동/오목교 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(justfog) 기반 SMS 우선 확장 배치 2026-04-09
2,사당/방배,베이프송(vapesong),서울 동작구 만양로 40,010-5523-7001,https://m.justfog.co.kr/stockist.html,,,,전자담배 전문점,사당/방배 공식 스토어 로케이터 검증,4,4,5,13,A,2,미접촉,,공식 스토어 로케이터(justfog) 기반 SMS 우선 확장 배치 2026-04-09
1,강남역,베이프스트릿 강남점,서울 강남구 강남대로 438 2층 212호,010-3389-5115,,,,,전자담배 전문점,강남대로 대로변,5,4,5,14,A,1,미접촉,,공개 웹 검색 기반 초안. 전화 확인 필요; 동일 연락처 중복 병합: 베이프스트릿 신사점 | 서울 강남구 압구정로20길 15 103-2호
1,신논현/논현,카우베이프 논현,서울 강남구 논현로 507,010-2581-3799,,,,,전자담배 전문점,논현/강남 상권,4,4,5,13,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 엔드퍼프 역삼점 | 
1,삼성/코엑스,삼성역전자담배,서울 강남구 영동대로85길 20 대치3차아이파크오피스텔 1동 301호,010-2816-5801,https://m.martha-vape.com/bs21/layout/map_store2.html,, , ,전자담배 전문점,삼성역 인접,4,4,5,13,A,2,미접촉,,기존 02 대신 공개 웹 검색상 확인된 010 번호 반영; 동일 연락처 중복 병합: 마샤 베이프 대치동점 | 서울 강남구 영동대로85길 20 대치3차아이파크오피스텔 301호
1,성수,베이프랩 성수점,서울 성동구 동일로 173 1층,010-7739-2839,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,성수 트렌드 상권,5,4,5,14,A,1,미접촉,,동일로점 기준 공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이프랩 왕십리 | 서울 성동구 왕십리 / 성수멀티샵 왕십리 | 서울 성동구 왕십리
2,종로/을지로/충무로,라미야 명동회현점,서울 중구 소공로 58 지하층 라열9·10호 (회현지하도상가),010-8789-0789,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,명동/회현 상권,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이프식스틴 충무로점 | 서울 중구 소공로 지하 58 회현지하쇼핑센터 라열9호10호
2,여의도,마샤전자담배 여의도점,서울 영등포구 의사당대로 127 롯데캐슬엠파이어 B1층 117호,010-6844-5869,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,여의도 오피스타운,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 여의도 라미야 전자담배 | 서울 영등포구 여의도동 전자담배 멀티샵
2,여의도,엔드퍼프/마샤 베이프 여의도,서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층,010-3544-3028,https://end-puff.com/bs21/layout/map_all2.html,,,,전자담배 전문점,여의도 오피스타운,4,4,5,13,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 여의도 라미야 엘지에클라트 | 서울 영등포구 국회대로 780 엘지여의도에클라트 지하1층
2,마포/공덕,베이핑클럽 공덕,서울 마포구 마포대로 143 마포공덕파크팰리스Ⅱ 지하1층 108호,010-7604-1066,https://m.swidn.com/store,,,,전자담배 전문점,공덕 오피스타운,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이핑클럽 마포 | 서울 마포구 마포대로
3,강서/마곡,구름전자 강서 가로공원로,서울 강서구 가로공원로 217 (화곡동),010-8361-9094,,,,,전자담배 전문점,화곡 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 구름전자 강서본점 | 서울 강서구 화곡동
3,강서/마곡,웨스트베이프 마곡중앙,서울 강서구 마곡중앙6로 65,010-4075-3666,,,,,전자담배 전문점,마곡 오피스상권,3,4,5,12,A,1,미접촉,,웨스트베이프 마곡 번호 동일. 주소 다름. 재확인 필요; 동일 연락처 중복 병합: 웨스트 베이프 마곡 | 서울 강서구 마곡동
3,동대문/청량리,전자담배 화성골드빌라,서울 동대문구 답십리로66길 115 화성골드빌라트 1층,010-8608-1607,,,,,전자담배 전문점,답십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 하카 전자담배 답십리 | 서울 동대문구 답십리 주변
3,도봉/창동,라미야 쌍문점,서울 도봉구 창동 659-12 청우빌딩 3층,010-5858-7917,https://m.martha-vape.com/bs21/layout/map_store2.html,,,,전자담배 전문점,쌍문/창동 상권,3,4,5,12,A,2,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 라미야 쌍문역점 | 서울 도봉구 도봉로 484 청우빌딩 3층
2,신촌/이대,카리 전자담배 무악동,서울 종로구 통일로 230 (무악동) 경희궁롯데캐슬 상가 111호,010-4062-8818,,,,,전자담배 전문점,무악/독립문 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 마블루 전자담배 홍제동 | 서울 서대문구 통일로 418 (홍제동) 1층
2,왕십리/한양대,샤슈베이프 마장동,서울 성동구 마장로 271 (마장동) 삼성아파트 상가 1층,010-8989-0133,,,,,전자담배 전문점,마장/왕십리 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 성동구 성수이로 마블루 | 서울 성동구 성수이로 34-1 (성수동2가)
2,왕십리/한양대,아이다 성동왕십리점,서울 성동구 왕십리,010-5573-2056,,,,,전자담배 전문점,왕십리 상권,3,4,5,12,A,1,미접촉,,성수 아이다성동점과 동일 번호 가능성. 재확인 필요; 동일 연락처 중복 병합: 아이다 성동점 | 서울 성동구 성수동
3,마포/공덕,원더베이프 상암점,서울 마포구 상암동,010-4410-5595,,,,,전자담배 전문점,상암/마포 상권,3,4,5,12,A,1,미접촉,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 원더베이프 상암 | 서울 마포구 상암동
3,마포/공덕,마포 베이프 대흥 이지전자담배,서울 마포구 대흥동,010-8988-8563,,,,,전자담배 전문점,대흥 상권,3,4,5,12,A,1,미접촉,,기존 이지 대흥동과 동일. 중복 확인 필요; 동일 연락처 중복 병합: 이지 대흥동 | 서울 마포구 대흥동
