area,store_name,phone,address,map_link,notes
은평/연신내,하카베이프,010-2288-7670,서울 은평구 대조동 185-1 1층 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
은평/연신내,마샤 베이프 불광동,010-4823-2367,서울 은평구 불광동 290-19 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
,베이프247 역말점,010-4864-9136,서울 은평구 연서로 23-1,,
은평/연신내,위베이프 247역말,0507-1326-9136,서울 은평구 연서로 23-1 1층,https://pcmap.place.naver.com/place/1112823314/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=응암역 전자담배
은평/연신내,위베이프 247은평,0507-1381-9383,서울 은평구 연서로 313-1 102호,https://pcmap.place.naver.com/place/1150898905/home,네이버 검색 롱테일 확장 2026-04-10 · query=구파발 전자담배
,래빗전자담배 구산점,010-8359-8390,서울 은평구 연서로 97,http://place.map.kakao.com/113440607,query: 서울 은평구 전자담배
은평/연신내,누나베이프,0507-1314-6743,서울 은평구 연서로27길 7 1층,https://pcmap.place.naver.com/place/1153101677/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=구산역 전자담배
,고릴라파이프 연신내점,0507-1426-2011,서울 은평구 연서로29길 17 1층 (갈현동 453-3),https://map.naver.com/p/entry/place/1496676790,네이버 플레이스 검증 (place_id 1496676790). 연신내 로데오거리 인근. 2026-04-14 Lane D 신규.
은평/연신내,고릴라연신내점,010-7373-4043,서울 은평구 연서로29길 17 1층 (갈현동),http://litmuskorea.co.kr/sitefront/Litmuskorea/stores/,공개 웹 검색 기반 초안
은평/연신내,엔드퍼프 연신내점,010-8739-4784,서울 은평구 연신내,https://end-puff.com/bs21/layout/map_all2.html,공개 웹 검색 기반 초안. 주소 재확인 필요
,베이프스팟 은평점,010-9041-6222,서울 은평구 은평로 108,,
은평/연신내,베이프스팟 은평점,0507-1434-6224,서울 은평구 은평로 108 1층 107호 전자담배,https://pcmap.place.naver.com/place/1597759101/home,네이버 검색 롱테일 확장 2026-04-10 · query=응암 전자담배
은평/연신내,베이프스팟(은평점),010-9041-0045,서울 은평구 은평로 108 메트로럭스주상복합APT 1층 107호(전자담배),https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
은평/연신내,전담클럽 은평구청점,0507-1420-4822,서울 은평구 은평로 197 1층,https://pcmap.place.naver.com/place/1575320891/home,네이버 검색 롱테일 확장 2026-04-10 · query=홍제 전자담배
은평/연신내,라미야전자담배 응암점,0507-1411-8209,서울 은평구 은평로 82 1동 2층 216-1호,https://pcmap.place.naver.com/place/1572150313/home,네이버 검색 롱테일 확장 2026-04-10 · query=응암 전자담배
은평구,베이프247,0507-1343-9136,서울 은평구 은평로 82 1동 2층 216-1호,,응암동 전자담배 쿼리
은평/연신내,위베이프 왕언니네전자담배,0507-1492-8344,서울 은평구 은평로 91 왕언니네전자담배,https://pcmap.place.naver.com/place/2046143846/home,네이버 검색 롱테일 확장 2026-04-10 · query=응암 전자담배
은평/연신내,응암전자담배,010-5272-2950,서울 은평구 응암로12길 14 1층,,공개 웹 검색 기반 초안
은평/연신내,전자담배,010-9042-4374,서울 은평구 응암로12길 14 1층 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
은평/연신내,라쿤베이프,0507-1446-9232,서울 은평구 응암로24길 10 1층 라쿤베이프,https://pcmap.place.naver.com/place/2078769274/home,네이버 검색 롱테일 확장 2026-04-10 · query=응암 전자담배
,베이프247 은평,010-3844-9136,서울 은평구 증산로 413,,
은평/연신내,베이프247 은평,010-4090-9136,서울 은평구 증산로 413 동현빌딩 104호,,공개 웹 검색 기반 초안
,전자담배 멀티샵 응암역,010-3730-8416,서울 은평구 증산로 475 (신사동) 1층,,베라쥬스 공식 스토어로케이터 기반. 2026-04-14 Lane E (VERA sweep) 신규.
은평/연신내,민트프랜트,010-4759-7724,서울 은평구 증산로3길 3 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
은평/연신내,오늘전자담배 은평뉴타운,010-3020-6160,서울 은평구 진관3로 21 은평뉴타운엘크루 101동 104호,,공개 웹 검색 기반 초안
은평/연신내,리소베이프,0507-1471-7724,서울 은평구 진흥로1길 24 1층 6호,https://pcmap.place.naver.com/place/2001071929/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=응암역 전자담배
은평/연신내,전자담배 스트롱베이프 구파발점,0507-1338-9731,서울 은평구 통일로 1034 은평스카이뷰자이 판매시설동101호 1층,https://pcmap.place.naver.com/place/1705306091/home,네이버 검색 롱테일 확장 2026-04-10 · query=구파발 전자담배
은평/연신내,전자담배 스트롱베이퍼,010-7269-8280,서울 은평구 통일로 1034 은평스카이뷰자이(진관동) 판매시설동 101호 스트롱베이프 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
은평/연신내,베이퍼크루 녹번역점,010-6440-3164,서울 은평구 통일로 579 아너스카운티 1층,,공개 웹 검색 기반 초안
은평/연신내,소울베이프,0507-1329-6418,서울 은평구 통일로 653 1층 2호 소울베이프,https://pcmap.place.naver.com/place/1569424907/home,네이버 검색 롱테일 확장 2026-04-10 · query=홍제 전자담배
은평/연신내,은평전자담배,010-4368-2378,서울 은평구 통일로 738-2 (불광동) 경인에버빌 1층,,공개 웹 검색 기반 초안
은평구,은평전자담배,0507-1412-2378,서울 은평구 통일로 738-2 1층,,session2 naver discovery
은평/연신내,하카전자담배 연신내역점,0507-1391-2206,서울 은평구 통일로 845 1층,https://pcmap.place.naver.com/place/35727036/home,네이버 검색 롱테일 확장 2026-04-10 · query=불광 전자담배
은평/연신내,라미야은평점,010-8711-8200,서울 은평구 통일로 856 (불광동) 메트로타워 지하1층 17호,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
종로/을지로/충무로,전담GATE 대학로점,0507-1375-9076,서울 종로구 대명길 23 101호,https://pcmap.place.naver.com/place/2017227021/home,네이버 검색 롱테일 확장 2026-04-10 · query=혜화 전자담배
,헬로베이프 대학로점,010-2734-4606,서울 종로구 대명길 37,,
종로/을지로/충무로,헬로전자담배 대학로점,0507-1370-4606,서울 종로구 대명길 37 1층,https://pcmap.place.naver.com/place/1025425003/home,네이버 검색 롱테일 확장 2026-04-10 · query=혜화 전자담배
종로/을지로/충무로,영웨이브 전자담배 대학로점,0507-1314-2435,서울 종로구 대명길 40 1층,https://pcmap.place.naver.com/place/1814796942/home,네이버 검색 롱테일 확장 2026-04-10 · query=혜화 전자담배
종로/을지로/충무로,오지구 전자담배 대학로점,0507-1324-2230,서울 종로구 대학로 135 1층,https://pcmap.place.naver.com/place/1890633013/home,네이버 검색 롱테일 확장 2026-04-10 · query=혜화 전자담배
종로구,종로상회,0507-1331-2601,서울 종로구 돈화문로11길 2 종로상회,,"종로 액상 쿼리, Naver 전자담배 카테고리"
종로/을지로/충무로,뉴비전자담배,0507-1355-8071,서울 종로구 돈화문로11길 8 1층 뉴비전자담배,https://pcmap.place.naver.com/place/1388521193/home,네이버 검색 롱테일 확장 2026-04-10 · query=광화문 전자담배
종로/을지로/충무로,넘버원전자담배,010-7752-5992,서울 종로구 삼봉로 81 두산위브파빌리온 1층 120호 넘버원전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
종로/을지로/충무로,마블루 전자담배 종로점,010-3509-0589,서울 종로구 종로 132 1층 18호,https://xn--vk1br5hu7a69r54ec90a.kr/introAdultAuth?returnUrl=/home,공개 웹 검색 기반 초안
종로/을지로/충무로,종각베이퍼스,010-4912-9434,서울 종로구 종로 19 (종로1가) 지하1층 122-2호,,공개 웹 검색 기반 초안
종로/을지로/충무로,영웨이브전자담배 종로점,0507-1418-7873,서울 종로구 종로 19 르메이에르종로타운 1층 104호,https://pcmap.place.naver.com/place/1702684288/home,네이버 검색 롱테일 확장 2026-04-10 · query=종각 전자담배
,종각베이프,0507-1355-9434,서울 종로구 종로 19 르메이에르종로타운 1층 130-2호 (종로1가),,자담 공식 스토어로케이터 기반 (page5/idx934211). 2026-04-14 Lane C 신규.
종로/을지로/충무로,위베이프 에코전자담배,0507-1368-3757,서울 종로구 종로 233 1층,https://m.swidn.com/store,공개 웹 검색 기반 초안
,베이피움 종로점,010-2518-1427,서울 종로구 종로12길 15,http://place.map.kakao.com/1243172656,query: 서울 종로구 전자담배
종로/을지로/충무로,동묘토네이도 창신동,010-6378-0168,서울 종로구 창신동,,공개 웹 검색 기반 초안
종로/을지로/충무로,에스엠마트 베가전자담배,010-8314-0688,서울 종로구 청계천로 55 (관철동) 101호,,공개 웹 검색 기반 초안
신촌/이대,카리 전자담배 무악동,010-4062-8818,서울 종로구 통일로 230 (무악동) 경희궁롯데캐슬 상가 111호,,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 마블루 전자담배 홍제동 | 서울 서대문구 통일로 418 (홍제동) 1층
서울역/용산,명동VapeShop,0507-1447-2075,서울 중구 남대문로 60 1층,https://pcmap.place.naver.com/place/1951283255/home,네이버 검색 롱테일 round2 2026-04-10 · query=회현역 전자담배
서울역/충정로 인접,보나팩토리 시청점,0507-1444-8757,서울 중구 남대문로1길 46 1층,https://pcmap.place.naver.com/place/1891057014/home,merge_v2 yongsan_yeouido_seodaemun; 네이버 플레이스 재탐색 2026-04-13 · query=시청역 전자담배/남대문 전자담배 · baseline 2026-04-13 미등재 확인
종로/을지로/충무로,위베이프 전자담배 청계다동점,0507-1340-3536,"서울 중구 다동길 43 1층 102,103호",https://pcmap.place.naver.com/place/2018227175/home,네이버 검색 롱테일 확장 2026-04-10 · query=광화문 전자담배
종로/을지로/충무로,전담GATE 약수역6번출구점,0507-1328-9774,서울 중구 다산로 118 1층,https://pcmap.place.naver.com/place/2049157405/home,네이버 검색 롱테일 확장 2026-04-10 · query=약수 전자담배
종로/을지로/충무로,하카전자담배 신당약수역,010-9176-5598,서울 중구 다산로 146 서광빌딩 1층,https://map.naver.com/p/search/하카전자담배 신당약수역,"애매번호 재검증 복구 2026-04-10. 네이버 지도 검색명과 소스 상호가 일치하고, 신당동/다산로 146 서광빌딩 표기가 동일 매장으로 수렴"
,전자담배 멀티샵 신당동,010-2863-0537,서울 중구 다산로 163-1 (신당동) 1층,,베라쥬스 공식 스토어로케이터 기반. 2026-04-14 Lane E (VERA sweep) 신규.
동대문/신당,락승전자담배,0507-1460-4511,서울 중구 다산로47길 27 지하1층 비06호,https://pcmap.place.naver.com/place/2088167289/home,네이버 플레이스 검증 · east_core_sprint · query=동대문 전자담배 · 신당역 10번 출구 163m
종로/을지로/충무로,하카 동대문직영점,0507-1389-2161,"서울 중구 동호로 329 2층, 3층",https://pcmap.place.naver.com/place/1009641414/home,네이버 검색 롱테일 확장 2026-04-10 · query=약수 전자담배
종로/을지로/충무로,제로전자담배 토랑점,0507-1413-6958,서울 중구 동호로7길 45 2층 제로전자담배 토랑점,https://pcmap.place.naver.com/place/1349568531/home,네이버 검색 롱테일 확장 2026-04-10 · query=약수역 전자담배
서울역/용산,영웨이브전자담배 명동점,0507-1327-2138,서울 중구 명동2길 56-1 1층,https://pcmap.place.naver.com/place/1166531779/home,네이버 검색 롱테일 round2 2026-04-10 · query=회현역 전자담배
종로/을지로/충무로,오지구 명동점,0507-1336-1682,서울 중구 명동7길 21 1층 120호,https://pcmap.place.naver.com/place/2077291328/home,네이버 검색 롱테일 확장 2026-04-10 · query=을지로입구 전자담배
서울역 인접,엘프바전자담배,0507-1388-3111,서울 중구 명동8길 20-1 1층,https://pcmap.place.naver.com/place/1060542634/home,merge_v2 yongsan_yeouido_seodaemun; 네이버 플레이스 재탐색 2026-04-13 · query=후암동 전자담배/명동 전자담배 · baseline 2026-04-13 미등재 확인
종로/을지로/충무로,케이전자담배 종로,010-3258-1910,서울 중구 무교로 32 효령빌딩 지하1층,,공개 웹 검색 기반 초안
종로/을지로/충무로,시청전자담배,010-5223-7793,서울 중구 서소문로 111 203호(계단 위 왼쪽 사무실),https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
종로/을지로/충무로,준베이프 충무로,010-2253-9553,서울 중구 서애로 18 (필동3가) 1층,,공개 웹 검색 기반 초안
종로/을지로/충무로,위베이프 필동점,0507-1335-9553,서울 중구 서애로 18 1층 준베이프,https://pcmap.place.naver.com/place/1401408884/home,네이버 검색 롱테일 확장 2026-04-10 · query=약수 전자담배
종로/을지로/충무로,하카 서울시청직영점,0507-1464-2161,서울 중구 세종대로 124 1층,https://pcmap.place.naver.com/place/1219346304/home,네이버 검색 롱테일 확장 2026-04-10 · query=광화문 전자담배
종로/을지로/충무로,베이프코스 전자담배 시청점,0507-1413-5875,서울 중구 세종대로 124 지하아케이드 지하 1층,https://pcmap.place.naver.com/place/1513358071/home,네이버 검색 롱테일 확장 2026-04-10 · query=시청 전자담배
,나이스마켓,010-8673-2952,서울 중구 세종대로 83,http://place.map.kakao.com/1689717188,p3/9
중구,아이코스공식매장 세븐일레븐 회현이프라자점,010-4379-1285,서울 중구 세종대로4길 25,,phone_unique|address_clear
서울역/용산,위베이프 명동점,0507-1405-3636,"서울 중구 소공로 58 지하층 라열 9,10호",https://pcmap.place.naver.com/place/37125744/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
종로/을지로/충무로,라미야 명동회현점,010-8789-0789,서울 중구 소공로 58 지하층 라열9·10호 (회현지하도상가),https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안; 동일 연락처 중복 병합: 베이프식스틴 충무로점 | 서울 중구 소공로 지하 58 회현지하쇼핑센터 라열9호10호
종로/을지로/충무로,커먼 전자담배 을지로점,010-2079-6068,서울 중구 수표로 48-7 홍일빌딩 102호,,공개 웹 검색 기반 초안
종로/을지로/충무로,전담GATE 을지로3가역점,0507-1498-5077,서울 중구 을지로 131 지하1층 317호,https://pcmap.place.naver.com/place/2053935581/home,네이버 검색 롱테일 확장 2026-04-10 · query=광화문 전자담배
종로/을지로/충무로,위베이프 전자담배 을지로1호점,0507-1323-3539,서울 중구 을지로 156 2층 위베이프 을지로1호점,https://pcmap.place.naver.com/place/2070128196/home,네이버 검색 롱테일 확장 2026-04-10 · query=을지로3가 전자담배
종로/을지로/충무로,을지로킹전자담배,0507-1362-8586,서울 중구 을지로 58 을지로입구지하쇼핑센터 4호,https://pcmap.place.naver.com/place/1050262682/home,네이버 검색 롱테일 확장 2026-04-10 · query=을지로입구 전자담배
종로/을지로/충무로,증기기관 을지로점,010-9205-6927,서울 중구 을지로 지하쇼핑센터,,공개 웹 검색 기반 초안
종로/을지로/충무로,라미야 을지로점,010-4842-3818,서울 중구 을지로2가 9-7 지하쇼핑센터 지하1층 4호,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
종로/을지로/충무로,씨와이 전자담배,010-9053-1511,서울 중구 창경궁로 2,,공개 웹 검색 기반 초안
종로/을지로/충무로,전담GATE 이마트청계천점,0507-1313-4861,서울 중구 청계천로 400 1층 1206호,https://pcmap.place.naver.com/place/2095013528/home,네이버 검색 롱테일 3차 확장 2026-04-10 · query=상왕십리역 전자담배
종로/을지로/충무로,충무로베이프샵,010-9306-9233,서울 중구 퇴계로 179-1 (필동1가) 1층,,공개 웹 검색 기반 초안
서울역/용산,하카 회현역직영점,0507-1476-2161,서울 중구 퇴계로 62,https://pcmap.place.naver.com/place/1673501943/home,네이버 검색 롱테일 확장 2026-04-10 · query=서울역 전자담배
종로/을지로/충무로,월드베이프 신당점,0507-1390-3228,서울 중구 퇴계로86길 3 1층,https://pcmap.place.naver.com/place/1353845352/home,네이버 검색 롱테일 확장 2026-04-10 · query=약수 전자담배
중랑/면목,24시 전자담배 보나팩토리 묵동점,0507-1351-8281,서울 중랑구 공릉로12길 3 1층,https://pcmap.place.naver.com/place/1779848399/home,네이버 검색 롱테일 확장 2026-04-10 · query=태릉입구역 전자담배
,위베이프전자담배 용마산역점,0507-1304-6316,서울 중랑구 답십리로 383-1 1층 101호,https://pcmap.place.naver.com/place/2048863393/home,carry-over promotable revalidation 2026-04-14. Naver Place 0507 보조번호 (기존 baseline: 010-2491-6316 동일주소). 아웃리치 커버리지 확장
중랑/면목,스카이전자담배,010-6399-2323,서울 중랑구 동일로 829 강오주상복합 102호,,공개 웹 검색 기반 초안
중랑/면목,베이핑크루 중랑,010-9426-7482,서울 중랑구 동일로151길 18,,공개 웹 검색 기반 초안
중랑/면목,하카 중랑구상봉역직영점,0507-1493-2165,서울 중랑구 망우로 275 1층 102호,https://pcmap.place.naver.com/place/2002173110/home,네이버 검색 롱테일 확장 2026-04-10 · query=상봉 전자담배
,오베이프 상봉점,010-4831-6566,서울 중랑구 망우로 286,http://place.map.kakao.com/1761075427,query: 서울 중랑구 전자담배
중랑/면목,오베이프 상봉점,0507-1301-6568,서울 중랑구 망우로 286 1층 오베이프,https://pcmap.place.naver.com/place/1147366456/home,네이버 검색 롱테일 확장 2026-04-10 · query=상봉 전자담배
중랑/면목,제로전자담배 상봉역점,0507-1336-3943,서울 중랑구 망우로 322 1동 1층 112호,https://pcmap.place.naver.com/place/2058437619/home,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
중랑/면목,베이프엔젤 면목동,010-2467-3318,서울 중랑구 면목동,,공개 웹 검색 기반 초안
중랑/면목,베이프파크,010-8777-4369,서울 중랑구 면목동,,공개 웹 검색 기반 초안
중랑/면목,이지전자담배 마샤베이프 면목,010-6456-5964,서울 중랑구 면목동,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
중랑/면목,크로시가전자담배 면목,010-2225-7304,서울 중랑구 면목동,,공개 웹 검색 기반 초안
중랑/면목,JMI전자담배 사가정점,0507-1365-6537,서울 중랑구 면목로 326 1층,https://pcmap.place.naver.com/place/1751216474/home,네이버 검색 롱테일 확장 2026-04-10 · query=망우 전자담배
중랑/면목,전담살롱 사가정역점,0507-1420-2253,서울 중랑구 면목로 347 1층,https://pcmap.place.naver.com/place/1144634272/home,네이버 검색 롱테일 확장 2026-04-10 · query=망우 전자담배
중랑/면목,뽀빠이 전자담배,0507-1485-1100,서울 중랑구 면목로 369 뽀빠이 전자담배,https://pcmap.place.naver.com/place/1567157035/home,네이버 검색 롱테일 확장 2026-04-10 · query=사가정역 전자담배
중랑/면목,라미야 면목점,010-4296-0404,서울 중랑구 면목로 375 (면목동) 1층,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
,위베이프 아이다전자담배 중랑상봉점,0507-1406-2192,서울 중랑구 면목로 488,,
중랑/면목,전자담배 마샤베이프 면목로,010-3552-1677,서울 중랑구 면목로 488,https://m.martha-vape.com/bs21/layout/map_store2.html,공개 웹 검색 기반 초안
중랑/면목,위베이프전자담배 상봉점,0507-1371-1677,서울 중랑구 면목로 488 1층 102호,https://pcmap.place.naver.com/place/2048863393/home,네이버 검색 롱테일 확장 2026-04-10 · query=상봉 전자담배
중랑/면목,전담역 상봉역점,0507-1442-9084,서울 중랑구 면목로92길 28 104호,https://pcmap.place.naver.com/place/2016236228/home,네이버 검색 롱테일 확장 2026-04-10 · query=상봉 전자담배
중랑/면목,온누리로또 전자담배,0507-1437-7402,서울 중랑구 봉우재로 66 1층 105호(온누리로또 전자담배),https://pcmap.place.naver.com/place/2072679290/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
중랑/면목,전담GATE 상봉망우점,0507-1407-5686,서울 중랑구 봉우재로33길 55 마제스티 101호,https://pcmap.place.naver.com/place/2029809346/home,네이버 검색 롱테일 확장 2026-04-10 · query=상봉 전자담배
,이구베이프,010-6254-6252,서울 중랑구 봉화산로 221,http://place.map.kakao.com/343354005,query: 서울 중랑구 베이프
중랑구,아이지에이마트 중화역점,0507-1378-0271,서울 중랑구 봉화산로 53 1층,https://naver.me/place/1332073922,중화역 쿼리
중랑/면목,사가정전자담배 멀티샵,010-8961-6258,서울 중랑구 사가정로 370 (면목동) 1층,,공개 웹 검색 기반 초안
중랑/면목,스모키전자담배,010-6393-7905,서울 중랑구 상봉동 106-17 1층 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
중랑/면목,위베이프 용마산역점,010-2491-6316,서울 중랑구 용마산로,,공개 웹 검색 기반 초안
중랑구,베이프엔젤 전자담배,0507-1307-3318,서울 중랑구 용마산로 377 B동 1층 1호,,면목동 전자담배
중랑/면목,베이프엔젤,010-2422-3318,서울 중랑구 용마산로 377 B동 1층 1호 베이프엔젤 전자담배,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
중랑/면목,홀릭망우동전자담배,010-2163-7343,서울 중랑구 용마산로 509 1층,https://pcmap.place.naver.com/place/1607675912/home,merge_v2 review_rescue; blank phone -> 010 rescue
중랑/면목,베이프살롱 중랑점,010-3168-1252,서울 중랑구 중랑역로 199 (묵동) 1층,,공개 웹 검색 기반 초안
중랑구,전자담배멀티샵,0507-1301-4851,서울 중랑구 중랑역로 69 1층,,중화동 전자담배
중랑/면목,길품공인중개사 & 전자담배멀티샵,010-9296-6525,서울 중랑구 중랑역로 69 1층 길품공인중개사사무소,https://m.martha-vape.com/bs21/layout/map_store2.html,공식 스토어 로케이터(martha) 기반 SMS 우선 확장 배치 2026-04-09
중랑/면목,이지전자담배,0507-1402-5964,서울 중랑구 중랑천로10길 90 1층,https://pcmap.place.naver.com/place/37232776/home,merge_v2 longtail_outer; longtail stations batch 신규 후보 2026-04-13
,베이프큐여의도점,010-6469-1188,서울시 영등포구 국제금융로6길 33 맨하탄빌딩 1층,,
,베이핑라운지 논현점,010-3776-6277,서울특별시 강남구 강남대로 524 (논현동) 1층 베이핑라운지 전자담배,,be-well.co.kr 비웰 스토어로케이터 ID:3162. 2026-04-14 hidden_chain_offlocator 신규.
역삼,\u003Cmark\u003E역삼\u003C\u002Fmark\u003E \u003Cmark\u003E전자담배\u003C\u002Fmark\u003E 카우베이프,0507-1427-3799,"서울특별시 강남구 논현로 507 3동 지하1층 3,4호 카우베이프",,session2g
,강남스타베이프,010-5775-2342,서울특별시 강남구 논현로38길 26 광희빌딩 2층,,review_promoted: end-puff.com 출처. pool에 0507-1404-9970(같은주소) 있으나 last4 상이(2342≠9970). 2026-04-14 bewell_followup 확정.
서울,íìë²,0507-1483-2593,서울특별시 강남구 도곡로1길 14 삼일프라자 10층 1011호,,session2b
신사동,카우베이프 \u003Cmark\u003E전자담배\u003C\u002Fmark\u003E 신사점,0507-1395-2382,서울특별시 강남구 도산대로 111 지하1층,,session2g
강남구,,0507-1405-1018,서울특별시 강남구 봉은사로4길 1 3층,,naver_glo_판매점
전자담배,\u003Cmark\u003E베이핑\u003C\u002Fmark\u003E라운지 선릉점,0507-1407-1511,서울특별시 강남구 선릉로 420 1층 전자담배,,session2b
,원더베이프 강남구청점,010-7765-1000,서울특별시 강남구 선릉로 657 (논현동) 101호 전자담배,,be-well.co.kr 비웰 스토어로케이터 ID:3170. 2026-04-14 hidden_chain_offlocator 신규.
전자담배,\u003Cmark\u003E아이코스\u003C\u002Fmark\u003E스토어 가로수길점,0507-1352-1905,서울특별시 강남구 압구정로10길 27,,session2b
압구정,\u003Cmark\u003E베이프\u003C\u002Fmark\u003E스트릿,0507-1416-1550,서울특별시 강남구 압구정로20길 15 103-2호,,session2v
,강남베이프 전자담배,010-3718-9659,서울특별시 강남구 언주로 201 (도곡동) 에스케이 리더스뷰 1동 1층 126호,,be-well.co.kr unfiltered scan UID:3149. 기존 Seoul-filter 스캔 누락 항목. 2026-04-14 bewell_followup 신규.
역삼,칠렉스 \u003Cmark\u003E역삼\u003C\u002Fmark\u003E,0507-1469-8521,서울특별시 강남구 언주로85길 32 2층 203호,,session2g
,너구리 전자담배 개포점,010-9274-5854,서울특별시 강남구 영동대로 22 디에이치자이개포 제830동 1층 에스5비 1-508호,,end-puff.com 공식 스토어로케이터 기반. 2026-04-14 Batch1 신규. 주소 확인 필요.
일원,복권판매점 \u003Cmark\u003E일원\u003C\u002Fmark\u003E점,0507-1364-6818,서울특별시 강남구 일원로9길 72 1층,,session2g
서울,도깨비\u003Cmark\u003E전자담배\u003C\u002Fmark\u003E 강남구청점,0507-1478-8765,서울특별시 강남구 학동로 331 1층,,session2q
강남,더윌 변호사법률상담사무소 \u003Cmark\u003E서울\u003C\u002Fmark\u003E\u003Cmark\u003E강남\u003C\u002Fmark\u003E 부동산 상속\u003Cmark\u003E전담\u003C\u002Fmark\u003E,0507-1394-7255,서울특별시 강남구 학동로43길 14 201호,,session2y
스누스,파스타바코 강동점,0507-1400-3010,서울특별시 강동구 강동대로 245 1층 106호 PAS,,session2m
,다니엘서비스,010-5329-5164,서울특별시 강동구 성내로 54 성내스테이 103호,,end-puff.com 공식 스토어로케이터 기반. 2026-04-14 Batch1 신규.
서울 쿨베이핑,\u003Cmark\u003E쿨베이핑\u003C\u002Fmark\u003E전자담배 길동점,0507-1481-0852,서울특별시 강동구 양재대로 1465 1층,,session2c
천호/강동,일등 전자담배,010-8631-6212,서울특별시 강동구 양재대로 1500,https://m.justfog.co.kr/stockist.html,저스트포그 공식 스토어로케이터 기반 2026-04-10 추가
강동구,,0507-1403-0553,서울특별시 강동구 올림픽로 660 1층 109호,,naver_extra_천호역
천호/강동,모던베이프 암사점,010-2466-8264,서울특별시 강동구 올림픽로 816  102호,,merge_v2 longtail_outer; official locator recovery relaxed 2026-04-13
강동구,,0507-1316-0764,서울특별시 강동구 천호대로157길 38 1층,,naver_extra_천호역
,성내전자담배멀티샵,010-3897-2064,서울특별시 강동구 천호대로162길 11 (성내동) 1층 전자담배 멀티샵,,be-well.co.kr 비웰 스토어로케이터 ID:3198. 2026-04-14 hidden_chain_offlocator 신규.
,라미야전자담배 강북점,010-6447-6667,서울특별시 강북구 노해로 30 1층 (수유동),,be-well.co.kr 비웰 스토어로케이터 ID:3214. 2026-04-14 hidden_chain_offlocator 신규.
,베이프오션,010-6612-6781,서울특별시 강북구 도봉로81길 50 2층 베이프오션,,be-well.co.kr 비웰 스토어로케이터 ID:3216. 2026-04-14 hidden_chain_offlocator 신규.
강북구,,0507-1478-1285,서울특별시 강북구 도봉로87길 3,,naver_brand_gu
미아,\u003Cmark\u003E미아\u003C\u002Fmark\u003E 드루와 \u003Cmark\u003E전자담배\u003C\u002Fmark\u003E 삼양점,0507-1475-6660,서울특별시 강북구 삼양로 227 1층 전자담배,,session2f
강북,\u003Cmark\u003E강북\u003C\u002Fmark\u003E시니어클럽 별관,0507-1449-5015,서울특별시 강북구 삼양로87길 3,,session2x
강북구,,0507-1345-8513,서울특별시 강북구 오패산로67길 11 1층 스마트전자담배,,naver_nowon_dobong
수유,\u003Cmark\u003E수유\u003C\u002Fmark\u003E \u003Cmark\u003E전자담배\u003C\u002Fmark\u003E 그레이 광산점,0507-1430-2827,서울특별시 강북구 한천로 1096 1층,,session2f
마곡,위베이프 오케이베이프 \u003Cmark\u003E마곡\u003C\u002Fmark\u003E점,0507-1326-8585,서울특별시 강서구 강서로 411 마곡에비앙 1층 105호,,session2e
강서/마곡,강서 전자담배,0507-1431-8865,서울특별시 강서구 강서로 426,,네이버 지도 검색 기반 신규 추가 2026-04-10 저녁
